Subject	Sex	Group	Age	Date	Day	Session	Phase	trial_number	position_correct	configuration	chosen_cup_POS	chosen_cup	correct	peek_above	peek_below	peeking	unclear	peek_above.s	peek_below.s	peeking.s	Comment	Comment2			Chosen_distractor	switching_mistakes		
Kisa	m	young chimps	25	05-Dec-18		1	opaque	2	3	open	3	b	1	1	0	1	1	0	0	0	"not high enough, licking bars"							
Kisa	m	young chimps	25	05-Dec-18		1	opaque	3	1	baited	3	lb	0	0	0	0		0	0	0	stood up after choice							
Kisa	m	young chimps	25	05-Dec-18		1	opaque	4	4	open	3	e	0	1	0	1	1	0	0	0	was standing when I lifted occluder							
Kisa	m	young chimps	25	05-Dec-18		1	opaque	5	4	mixed	4	b	1	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	opaque	6	4	baited	4	lb	0	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	opaque	7	1	mixed	3	e	0	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	opaque	8	1	open	4	e	0	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	opaque	9	3	baited	2	lb	0	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	opaque	10	2	open	4	e	0	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	opaque	11	3	mixed	4	e	0	1	0	1	1	0	0	0	peak while choosing??							
Kisa	m	young chimps	25	05-Dec-18		1	opaque	12	2	baited	3	lb	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	1	2	open	2	b	1	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	2	1	baited	4	lb	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	3	4	mixed	4	b	1	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	4	4	open	4	b	1	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	5	3	mixed	4	lb	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	6	4	baited	3	lb	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	7	4	mixed	4	b	1	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	8	1	open	1	b	1	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	9	2	baited	4	lb	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	10	1	mixed	4	lb	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	11	3	baited	4	lb	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	transparent	12	3	open	3	b	1	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	opaque	1	3	baited	4	lb	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	opaque	2	2	open	4	e	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	opaque	3	2	mixed	4	lb	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	opaque	4	4	baited	4	b	1	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	opaque	5	1	mixed	4	l	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	opaque	6	3	open	4	e	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	opaque	7	4	mixed	4	b	1	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	opaque	8	4	open	4	b	1	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	opaque	9	1	baited	4	lb	0	0	0	0		0	0	0								
Akela	f	young chimps	30	05-Dec-18		1	opaque	10	1	open	3	e	0	1	0	1	1	0	0	0	climed up							
Akela	f	young chimps	30	05-Dec-18		1	opaque	11	2	baited	4	lb	0	1	0	1	1	0	0	0	climed up							
Akela	f	young chimps	30	05-Dec-18		1	opaque	12	3	mixed	4	l	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	1	2	baited	2	b	1	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	2	2	open	2	b	1	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	3	4	mixed	2	lb	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	4	4	baited	2	lb	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	5	3	open	2	e	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	6	1	mixed	1	b	1	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	7	3	open	3	e	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	8	3	mixed	2	e	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	9	1	baited	2	lb	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	10	1	open	1	b	1	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	11	3	baited	1	lb	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	transparent	12	2	mixed	2	b	1	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	opaque	1	2	mixed	3	l	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	opaque	2	2	open	3	b	1	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	opaque	3	1	baited	3	lb	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	opaque	4	4	open	3	e	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	opaque	5	4	mixed	3	lb	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	10/12/2018	21	1	opaque	6	4	baited	3	lb	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	11/12/2018	21	2	opaque	7	1	mixed	2	lb	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	11/12/2018	21	2	opaque	8	3	open	2	e	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	11/12/2018	21	2	opaque	9	4	mixed	2	e	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	11/12/2018	21	2	opaque	10	4	open	2	e	0	0	0	0		0	0	0								
Oscar	m	old chimps	21	11/12/2018	21	2	opaque	11	1	baited	1	b	1	0	0	0		0	0	0								
Oscar	m	old chimps	21	11/12/2018	21	2	opaque	12	1	open	1	b	1	0	0	0		0	0	0								
Safari	m	old chimps	34	10/12/2018	21	1	transparent	1	4	baited	3	lb	0	0	1	1	1	0	0	0								
Safari	m	old chimps	34	10/12/2018	21	1	transparent	2	4	mixed	2	lb	0	0	0	0		0	0	0								
Safari	m	old chimps	34	10/12/2018	21	1	transparent	3	3	open	4	e	0	0	0	0		0	0	0	"did not approach platform in 5 min after this trial, session stopped"							
Safari	m	old chimps	34	11/12/2018	21	1	transparent	4	3	baited	2	lb	0	0	1	1	1	0	0	0								
Safari	m	old chimps	34	11/12/2018	21	1	transparent	5	1	open	1	b	1	0	0	0		0	0	0	"did not approach platform in 5 min after this trial, session stopped"							
Judy	f	old chimps	35	11/12/2018	21	1	transparent	1	2	baited	2	b	1	0	0	0		0	0	0								
Judy	f	old chimps	35	11/12/2018	21	1	transparent	2	2	open	2	b	1	0	0	0		0	0	0								
Judy	f	old chimps	35	11/12/2018	21	1	transparent	3	4	mixed	3	e	0	0	0	0		0	0	0								
Judy	f	old chimps	35	11/12/2018	21	1	transparent	4	4	baited	3	l	0	0	0	0		0	0	0								
Judy	f	old chimps	35	11/12/2018	21	1	transparent	5	3	open	3	b	1	0	0	0		0	0	0								
Judy	f	old chimps	35	11/12/2018	21	1	transparent	6	1	mixed	2	lb	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	transparent	7	4	open	4	b	1	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	transparent	8	4	mixed	4	b	1	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	transparent	9	1	baited	4	b	1	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	transparent	10	1	open	3	e	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	transparent	11	3	baited	3	b	1	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	transparent	12	2	mixed	1	lb	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	opaque	1	2	mixed	1	lb	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	opaque	2	3	open	3	b	1	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	opaque	3	1	baited	3	lb	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	opaque	4	4	open	3	e	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	opaque	5	4	mixed	1	e	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	1	opaque	6	4	baited	1	lb	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	2	opaque	7	1	mixed	1	b	1	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	2	opaque	8	1	open	2	e	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	2	opaque	9	3	baited	1	lb	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	2	opaque	10	2	open	2	b	1	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	2	opaque	11	3	mixed	2	e	0	0	0	0		0	0	0								
Judy	f	old chimps	35	12/12/2018	21	2	opaque	12	2	baited	1	lb	0	0	0	0		0	0	0								
Alley	f	old chimps	31	11/12/2018	21	1	transparent	1	2	open	1	e	0	0	0	0		0	0	0								
Alley	f	old chimps	31	11/12/2018	21	1	transparent	2	1	baited	1	b	1	0	0	0		0	0	0								
Alley	f	old chimps	31	11/12/2018	21	1	transparent	3	2	mixed	2	b	1	0	0	0		0	0	0								
Alley	f	old chimps	31	11/12/2018	21	1	transparent	4	4	open	2	e	0	0	0	0		0	0	0								
Alley	f	old chimps	31	11/12/2018	21	1	transparent	5	3	mixed	1	l	0	0	0	0		0	0	0								
Alley	f	old chimps	31	11/12/2018	21	1	transparent	6	4	baited	1	lb	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	transparent	7	4	mixed	2	lb	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	transparent	8	1	open	1	b	1	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	transparent	9	2	baited	2	b	1	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	transparent	10	1	mixed	3	e	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	transparent	11	3	baited	2	lb	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	transparent	12	3	open	3	b	1	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	opaque	1	3	baited	1	lb	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	opaque	2	2	open	2	b	1	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	opaque	3	2	mixed	2	b	1	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	opaque	4	4	baited	2	lb	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	1	opaque	5	1	mixed	1	b	1	0	0	0		0	0	0	possibly peeked from the side							
Alley	f	old chimps	31	12/12/2018	21	1	opaque	6	3	open	2	e	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	2	opaque	7	4	mixed	2	e	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	2	opaque	8	4	open	2	e	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	2	opaque	9	1	baited	2	lb	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	2	opaque	10	1	open	3	e	0	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	2	opaque	11	2	baited	2	b	1	0	0	0		0	0	0								
Alley	f	old chimps	31	12/12/2018	21	2	opaque	12	3	mixed	2	e	0	0	0	0		0	0	0								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	1	2	mixed	1	lb	0	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	2	4	open	4	b	1	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	3	2	baited	2	b	1	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	4	1	open	2	e	0	0	1	1		0	1	1	choice corrected from video							
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	5	2	mixed	2	b	1	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	6	4	baited	2	b	1	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	7	4	mixed	4	b	1	0	0	0		0	0	0								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	8	2	open	2	b	1	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	9	3	baited	1	lb	0	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	10	3	open	3	b	1	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	11	2	mixed	3	e	0	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	transparent	12	1	baited	2	lb	0	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	opaque	1	1	open	1	b	1	0	1	1		0	1	1								
Ajabu	f	old chimps	10	11/12/2018	21	1	opaque	2	4	baited	2	lb	0	1	0	1	1	0	0	0								
Ajabu	f	old chimps	10	11/12/2018	21	1	opaque	3	2	mixed	4	lb	0	0	1	1	1	0	0	0								
Ajabu	f	old chimps	10	11/12/2018	21	1	opaque	4	2	open	1	e	0	0	0	0		0	0	0								
Ajabu	f	old chimps	10	12/12/2018	21	1	opaque	5	4	mixed	2	b	1	0	1	1		0	1	1	good: 1:56							
Ajabu	f	old chimps	10	12/12/2018	21	1	opaque	6	3	baited	1	lb	0	0	1	1		0	1	1								
Ajabu	f	old chimps	10	12/12/2018	21	2	opaque	7	3	mixed	2	e	0	0	0	0		0	0	0								
Ajabu	f	old chimps	10	12/12/2018	21	2	opaque	8	3	open	3	b	1	0	1	1		0	1	1	09:02							
Ajabu	f	old chimps	10	12/12/2018	21	2	opaque	9	2	baited	2	b	1	0	0	0		0	0	0								
Ajabu	f	old chimps	10	12/12/2018	21	2	opaque	10	2	mixed	2	b	1	0	1	1		0	1	1	unclear choice							
Ajabu	f	old chimps	10	12/12/2018	21	2	opaque	11	1	baited	1	b	1	0	1	1		0	1	1								
Ajabu	f	old chimps	10	12/12/2018	21	2	opaque	12	4	open	2	e	0	1	0	1		1	0	1								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	1	2	open	1	e	0	1	0	1	1	0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	2	1	baited	1	b	1	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	3	2	mixed	1	lb	0	0	1	1		0	1	1								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	4	4	open	2	e	0	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	5	3	mixed	2	e	0	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	6	4	baited	1	lb	0	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	7	4	mixed	2	lb	0	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	8	1	open	1	b	1	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	9	2	baited	2	b	1	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	10	1	mixed	1	b	1	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	11	3	baited	1	lb	0	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	transparent	12	3	open	1	e	0	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	opaque	1	3	baited	2	lb	0	1	0	1		1	0	1								
Angela	f	old chimps	7	11/12/2018	21	1	opaque	2	2	open	3	e	0	0	0	0		0	0	0								
Angela	f	old chimps	7	11/12/2018	21	1	opaque	3	2	mixed	1	e	0	1	0	1		1	0	1								
Angela	f	old chimps	7	11/12/2018	21	1	opaque	4	4	baited	3	lb	0	0	0	0		0	0	0								
Angela	f	old chimps	7	12/12/2018	21	1	opaque	5	1	mixed	3	e	0	0	0	0		0	0	0								
Angela	f	old chimps	7	12/12/2018	21	1	opaque	6	1	open	1	b	1	1	0	1		1	0	1	"climbed very high, food possibly visible from there"							
Angela	f	old chimps	7	12/12/2018	21	2	opaque	7	3	baited	1	lb	0	0	0	0		0	0	0								
Angela	f	old chimps	7	12/12/2018	21	2	opaque	8	2	open	1	e	0	1	0	1	1	0	0	0								
Angela	f	old chimps	7	12/12/2018	21	2	opaque	9	3	mixed	1	lb	0	0	0	0		0	0	0								
Angela	f	old chimps	7	12/12/2018	21	2	opaque	10	2	baited	2	b	1	1	0	1		1	0	1								
Angela	f	old chimps	7	12/12/2018	21	2	opaque	11	1	mixed	2	lb	0	0	0	0		0	0	0								
Angela	f	old chimps	7	12/12/2018	21	2	opaque	12	3	open	3	b	1	1	0	1		1	0	1	"climbed very high, food possibly visible from there"							
